Sample,SEED_function,Rate,Position,Total No. of Reads,Total reads hit SEED database,,
T3L8(0-3cmbsf),Sulfur Metabolism,5.07%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Mitochondrial electron transport system in plants,0.85%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Aceton metabolism,0.02%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Stress Response,8.32%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.33%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Cell Division and Cell Cycle,2.91%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Metabolite damage and its repair or mitigation,10.33%,Bottom-axis,1000000,93165,,
T3L8(18-21cmbsf),Iron acquisition and metabolism,1.80%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Secondary Metabolism,1.31%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Protein Metabolism,22.70%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),General Stress Response and Stationary Phase Response,0.02%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),"Phages, Prophages, Transposable elements",0.75%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Carbohydrates,62.25%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",58.90%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Thiamin,1.08%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Nitrogen Metabolism,2.72%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),"Virulence, Disease and Defense",3.17%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Potassium metabolism,1.97%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Phosphorus Metabolism,2.53%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Nucleosides and Nucleotides,9.72%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Transcriptional regulation,0.46%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Plastidial (cyanobacterial) electron transport system,0.02%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Motility and Chemotaxis,3.52%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Miscellaneous,13.02%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Cell Wall and Capsule,12.23%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Virulence,7.99%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),"Fatty Acids, Lipids, and Isoprenoids",16.95%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Dormancy and Sporulation,0.47%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Central metabolism,0.50%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),RNA Metabolism,15.15%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Predictions based on plant-prokaryote comparative analysis,1.69%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Respiration,11.01%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Nucleotide sugars,1.20%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Polyamines,0.01%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Regulation and Cell signaling,3.65%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Unclassified,19.50%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Amino Acids and Derivatives,53.79%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),DNA Metabolism,12.93%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Membrane Transport,4.60%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Plant cell walls and outer surfaces,0.09%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Photosynthesis,0.08%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Plant Glucosinolates,0.49%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Autotrophy,0.04%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Metabolism of Aromatic Compounds,3.81%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Sulfur Metabolism,4.72%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Mitochondrial electron transport system in plants,0.76%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Aceton metabolism,0.01%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Stress Response,8.66%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.51%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Cell Division and Cell Cycle,3.14%,Bottom-axis,1000000,88101,,
T3L8(18-21cmbsf),Metabolite damage and its repair or mitigation,8.83%,Bottom-axis,1000000,88101,,
T3L8(6-9cmbsf),Iron acquisition and metabolism,1.45%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Secondary Metabolism,1.13%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Protein Metabolism,25.48%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),General Stress Response and Stationary Phase Response,0.02%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),"Phages, Prophages, Transposable elements",0.52%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Carbohydrates,65.52%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",61.94%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Thiamin,1.08%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Nitrogen Metabolism,2.66%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),"Virulence, Disease and Defense",2.94%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Potassium metabolism,1.34%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Cell Wall and Capsule,10.59%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Phosphorus Metabolism,2.07%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Nucleosides and Nucleotides,10.35%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Transcriptional regulation,0.44%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Motility and Chemotaxis,2.82%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Miscellaneous,13.48%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Arabinose Sensor and transport module,0.00%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Virulence,7.40%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),"Fatty Acids, Lipids, and Isoprenoids",16.51%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Dormancy and Sporulation,0.38%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Central metabolism,0.65%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),RNA Metabolism,15.42%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Predictions based on plant-prokaryote comparative analysis,1.72%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Respiration,10.65%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Nucleotide sugars,1.17%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Regulation and Cell signaling,3.17%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Unclassified,19.76%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Amino Acids and Derivatives,58.92%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),DNA Metabolism,10.67%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Membrane Transport,4.56%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Plant cell walls and outer surfaces,0.14%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Photosynthesis,0.13%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Plant Glucosinolates,0.71%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Autotrophy,0.04%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Metabolism of Aromatic Compounds,4.28%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Sulfur Metabolism,4.73%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Mitochondrial electron transport system in plants,0.92%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Aceton metabolism,0.02%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Stress Response,8.17%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.30%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Cell Division and Cell Cycle,2.89%,Bottom-axis,1000000,95666,,
T3L8(6-9cmbsf),Metabolite damage and its repair or mitigation,10.29%,Bottom-axis,1000000,95666,,
T3L8(12-15cmbsf),Iron acquisition and metabolism,1.83%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Secondary Metabolism,1.03%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Protein Metabolism,25.11%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),General Stress Response and Stationary Phase Response,0.01%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),"Phages, Prophages, Transposable elements",0.51%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Carbohydrates,65.18%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",60.33%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Thiamin,1.18%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Nitrogen Metabolism,2.72%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),"Virulence, Disease and Defense",3.07%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Potassium metabolism,1.32%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Cell Wall and Capsule,10.99%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Phosphorus Metabolism,2.32%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Nucleosides and Nucleotides,10.30%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Transcriptional regulation,0.44%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Photosynthesis,0.14%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Motility and Chemotaxis,3.61%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Miscellaneous,13.19%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Arabinose Sensor and transport module,0.00%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Virulence,7.62%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),"Fatty Acids, Lipids, and Isoprenoids",16.37%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Dormancy and Sporulation,0.40%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Central metabolism,0.59%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),RNA Metabolism,15.61%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Predictions based on plant-prokaryote comparative analysis,1.68%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Respiration,10.99%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Nucleotide sugars,1.09%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Polyamines,0.00%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Regulation and Cell signaling,3.30%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Unclassified,19.45%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Amino Acids and Derivatives,57.49%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),DNA Metabolism,10.63%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Membrane Transport,4.57%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Plant cell walls and outer surfaces,0.10%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Plant Glucosinolates,0.67%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Autotrophy,0.06%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Metabolism of Aromatic Compounds,4.37%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Sulfur Metabolism,4.57%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Mitochondrial electron transport system in plants,0.89%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Aceton metabolism,0.02%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Stress Response,8.76%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.22%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Cell Division and Cell Cycle,2.90%,Bottom-axis,1000000,102468,,
T3L8(12-15cmbsf),Metabolite damage and its repair or mitigation,9.60%,Bottom-axis,1000000,102468,,
